,chunk_start,chunk_end,text,confidence,episode_id,chunk_number,paragraph_number
876,7788.198,7798.994,scientists of History how they did things how they thought things so that's when you do all your create bats when I do all my creative thinking and it's good I think I think people recommend you know you do your,0.77,,876,196
877,7798.784,7816.198,you're sort of creative thinking and one block and the way I organize the day that way I don't get interrupted because obviously no one else is up at those times so I can I can go you know it says I can sort of get super deep and super into flow the other nice thing about doing it nighttime wisest,0.91,,877,196
878,7816.15,7829.818,if I'm really onto something or if I've got really deep into something I can choose to extend it and I'll go into six in the morning whatever and then I'll just pay for it the next day yeah so I'll be a bit tired and I won't be my best but that's fine,0.76,,878,196
879,7829.743,7832.564,I can decide the king my schedule the next day.,0.73,,879,196
880,7832.516,7845.635,The and given where I'm at with this particular thought or creative idea that I'm going to pay that cost the next day so I think that's that's more flexible than morning people who do that you know they get up at four in the morning they can also,0.91,,880,197
881,7845.479,7854.754,to those golden hours then but then their start of their scheduled day starts at breakfast you know am whatever they have their first meeting and then it's hard you have to reschedule day if you and Flo,0.78,,881,197
882,7854.599,7859.76,yeah that could be actually see that special thread of thoughts that the,0.84,,882,197
883,7859.622,7874.082,you're too passionate about you that this is where some of the greatest ideas could potentially comments When You're Just Lose Yourself late and yeah and for the meetings I mean you're loading and really hard problems in a very short amount of time so you have to do some kind of first.,0.79,,883,197
884,7874.115,7878.853,Suppose thinking here is like what's the problem with the state of things what's the right Next Step.,0.8300000000000001,,884,197
885,7878.994,7888.333,You have to get really good at context switching which is one of the hardest things when it because especially as we do so many things if you include all the scientific things we do scientific Fields it working in.,0.8200000000000001,,885,197
886,7888.474,7894.716,These are our entire fear you know complex fields in themselves and you you have to sort of keep up to abreast of that.,0.75,,886,197
887,7894.865,7903.294,But I enjoy it I've always been a sort of generalist in a way and that's actually what happened to my games career after chess I.,0.9,,887,197
888,7903.454,7916.951,One of the reasons I stopped playing chess was I got into computers but also I started realizing there were many other great games out there to play too so I've always been that way inclined multidisciplinary and there's too many interesting things in in the world to spend all your time just on one thing.,0.79,,888,198
889,7917.02,7920.606,So you mentioned Spinoza gotta ask the big.,0.72,,889,198
890,7920.756,7929.996,Ridiculously big Russian about life what do you think is the meaning of this whole thing why are we humans here you've already mentioned that.,0.77,,890,198
891,7930.074,7932.534,Perhaps the universe created us hmm.,0.87,,891,198
892,7932.576,7944.534,Is that why you think we're here to understand how the universe yeah I think my answer to that would be and at least that the the life I'm living is to gain and to gain and understand the knowledge you know too,0.8200000000000001,,892,198
893,7944.513,7948.081,gain knowledge and understand the universe that's what I think.,0.9,,893,198
894,7948.105,7957.83,I can't see any higher purpose than that if you think back to the classical Greeks you know the virtue of gaining knowledge it's I think it's one of the few true virtues is to understand.,0.88,,894,198
895,7957.882,7965.51,Um the world around us in the context and Humanity better and and I think if you do that you become more compassionate and.,0.85,,895,198
896,7965.525,7971.64,More understanding yourself and and more tolerant and all these I think all these other things may flow format and to me,0.8300000000000001,,896,198
897,7971.592,7978.922,you know understanding the nature of reality that is the biggest question what is going on here is sometimes the colloquial way I say what is really going on here.,0.88,,897,198
898,7979.145,7982.703,It's so mysterious and I feel like we're in some huge puzzle.,0.77,,898,199
899,7982.863,7991.679,And and it's but the world is also seems to be the universe seems to be structured in a way you know why is it structured in a way that science is even possible.,0.91,,899,199
900,7991.712,8000.762,That you know methods the scientific method Works things are repeatable it feels like it's almost structured in a way to be conducive to gaining knowledge.,0.75,,900,199
901,8000.868,8005.713,So I feel like and you know why should computers be even possible isn't that amazing that.,0.9,,901,199
902,8005.801,8015.634,Computational electronic devices can can can can be possible and they're made of sand are most you know common element that we have you know silicon on the Earth's crust.,0.85,,902,199
903,8015.793,8027.652,It could be made of diamond or something that we would have only had one computer yeah right so it's a lot of things are kind of slightly suspicious to me it sure as heck sounds this puzzle sure steak sounds like something we talked about earlier what it takes to,0.77,,903,199
904,8027.568,8038.103,to design a game that's really fun to play for prolonged periods of time and it does seem like this puzzle like you mentioned the more you learn about it.,0.91,,904,199
905,8038.118,8044.676,The more you realize how little you know so it humbles you but excites you by the possibility of learning more.,0.9,,905,199
906,8044.861,8053.983,One heck of a one heck of a puzzle we got going on here so like I mentioned of all the people in the world you're very likely,0.87,,906,200
907,8053.908,8059.394,to be the one who creates the AGI system that,0.85,,907,200
908,8059.256,8074.121,achieves human level intelligence that goes beyond it so if you got a chance in very well you could be the person that goes into the room with the system and have a conversation maybe you only get to ask one question if you do what question would you ask her.,0.91,,908,200
909,8075.28,8079.325,I would probably ask what is the true nature of reality.,0.81,,909,201
910,8079.448,8087.877,I think that's the question I don't know if I don't understand the answer because maybe it would be 42 or something like that but that's the question I would ask,0.77,,910,201
911,8087.847,8100.264,and then they'll be a deep sigh from the systems like I how do I explain to this human exactly all right let me I don't have time to explain maybe I'll draw you a picture that it is.,0.9,,911,201
912,8100.423,8105.8,I mean how do you even begin to answer that question.,0.85,,912,201
913,8107.121,8114.38,Well I think it would what would you what would you think the answer could possibly looks like I think it could it could start looking like.,0.85,,913,202
914,8114.458,8128.531,More fundamental explanations of physics would be the beginning you know more careful specification at that taking you walking us through by the hand as to what one would do to maybe prove those things out maybe giving you glimpses of.,0.84,,914,202
915,8128.934,8137.858,What things you totally missed in the physics of today exactly just here's glimpses of know like there's a much.,0.87,,915,203
916,8138.071,8142.422,How much more elaborate world are much simpler world of something.,0.76,,916,203
917,8142.599,8152.234,Much deeper maybe simpler explanation yes of things right then the standard model of physics which we know doesn't work but we still keep adding to so,0.8,,917,203
918,8152.096,8161.894,and and that's how I think the beginning of an explanation would look and it would start encompassing many of the Mysteries that we have wondered about for thousands of years like you know Consciousness dreaming,0.81,,918,203
919,8161.738,8169.78,life and gravity all of these things you're giving us a glimpse of explanations for those things yeah well,0.91,,919,203
920,8169.723,8172.111,Devon still one of the special.,0.7000000000000001,,920,203
921,8172.342,8184.166,Human beings in this giant puzzle of ours and it's a huge honor that you would take a pause from the bigger puzzle to solve the small puzzle of a conversation with me today it's truly an honor and a pleasure thanks when you're really enjoyed it thanks Lex.,0.81,,921,203
922,8184.954,8191.394,Thanks for listening to this conversation with damage that's obvious the support this podcast please check out our sponsors in the description.,0.81,,922,204
923,8191.689,8195.58,And now let me leave you with some words from edsger dijkstra.,0.91,,923,205
924,8196.244,8202.197,Computer science is no more about computers and astronomy is about telescopes.,0.91,,924,206
925,8207.28,8222.328,Music.,,,925,207
